title,date,category,link
Alabama Doctor Charged with $6 Million Telemedicine Health Care Fraud Scheme,2025-08-18,Alabama Doctor Charged with $6 Million Telemedicine Health Care Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/alabama-doctor-charged-with-6-million-telemedicine-health-care-fraud-scheme/
"North Carolina Baptist Hospital Agreed to Pay $200,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide Appropriate Medical Screening Examinations",2025-08-19,"North Carolina Baptist Hospital Agreed to Pay $200,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide Appropriate Medical Screening Examinations",https://oig.hhs.gov/fraud/enforcement/north-carolina-baptist-hospital-agreed-to-pay-200000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-appropriate-medical-screening-examinations/
California Behavioral Medicine Provider Agrees To Pay $2.75 Million To Resolve Alleged False Claims For Psychotherapy Services,2025-08-19,California Behavioral Medicine Provider Agrees To Pay $2.75 Million To Resolve Alleged False Claims For Psychotherapy Services,https://oig.hhs.gov/fraud/enforcement/california-behavioral-medicine-provider-agrees-to-pay-275-million-to-resolve-alleged-false-claims-for-psychotherapy-services/
"Emerald Care Center Claremore Agreed to Pay $116,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2025-08-19,"Emerald Care Center Claremore Agreed to Pay $116,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",https://oig.hhs.gov/fraud/enforcement/emerald-care-center-claremore-agreed-to-pay-116000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"Philadelphia Man Sentenced to Over Two Years in Prison for Defrauding the Government of More Than $1 Million in SNAP, Medicaid Benefits",2025-08-20,"Philadelphia Man Sentenced to Over Two Years in Prison for Defrauding the Government of More Than $1 Million in SNAP, Medicaid Benefits",https://oig.hhs.gov/fraud/enforcement/philadelphia-man-sentenced-to-over-two-years-in-prison-for-defrauding-the-government-of-more-than-1-million-in-snap-medicaid-benefits/
"Troy Health, Inc. Enters Non-Prosecution Agreement and Admits to Fraudulently Enrolling Medicare Beneficiaries and Identity Theft",2025-08-20,"Troy Health, Inc. Enters Non-Prosecution Agreement and Admits to Fraudulently Enrolling Medicare Beneficiaries and Identity Theft",https://oig.hhs.gov/fraud/enforcement/troy-health-inc-enters-non-prosecution-agreement-and-admits-to-fraudulently-enrolling-medicare-beneficiaries-and-identity-theft/
AG Murrill's Medicaid Fraud Control Unit Arrests Baton Rouge Woman For Failing To Report The Physical Abuse Of A Mentally Challenged Client As Required By Law,2025-08-21,AG Murrill's Medicaid Fraud Control Unit Arrests Baton Rouge Woman For Failing To Report The Physical Abuse Of A Mentally Challenged Client As Required By Law,https://oig.hhs.gov/fraud/enforcement/ag-murrills-medicaid-fraud-control-unit-arrests-baton-rouge-woman-for-failing-to-report-the-physical-abuse-of-a-mentally-challenged-client-as-required-by-law/
Brooklyn Cardiologist Sentenced To 37 Months In Prison In Connection With Health Care Fraud And Bribery Scheme,2025-08-21,Brooklyn Cardiologist Sentenced To 37 Months In Prison In Connection With Health Care Fraud And Bribery Scheme,https://oig.hhs.gov/fraud/enforcement/brooklyn-cardiologist-sentenced-to-37-months-in-prison-in-connection-with-health-care-fraud-and-bribery-scheme/
Memphis Woman Sentenced to Federal Prison for Scheme to Defraud Federal COVID-19 Relief Program,2025-08-21,Memphis Woman Sentenced to Federal Prison for Scheme to Defraud Federal COVID-19 Relief Program,https://oig.hhs.gov/fraud/enforcement/memphis-woman-sentenced-to-federal-prison-for-scheme-to-defraud-federal-covid-19-relief-program/
Three Baton Rouge Individuals Sentenced To Federal Prison In Connection With The Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,2025-08-21,Three Baton Rouge Individuals Sentenced To Federal Prison In Connection With The Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,https://oig.hhs.gov/fraud/enforcement/three-baton-rouge-individuals-sentenced-to-federal-prison-in-connection-with-the-department-of-justices-2024-national-health-care-fraud-enforcement-action/
"Crawford Drug Agreed to Pay $78,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Prescription Drugs Not Dispensed",2025-08-22,"Crawford Drug Agreed to Pay $78,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Prescription Drugs Not Dispensed",https://oig.hhs.gov/fraud/enforcement/crawford-drug-agreed-to-pay-78000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-prescription-drugs-not-dispensed/
"Mississippi Medicaid Recipients Agree To Pay Over $170,000 To Resolve False Claims Act Allegations Of Health Care Benefits Fraud",2025-08-22,"Mississippi Medicaid Recipients Agree To Pay Over $170,000 To Resolve False Claims Act Allegations Of Health Care Benefits Fraud",https://oig.hhs.gov/fraud/enforcement/mississippi-medicaid-recipients-agree-to-pay-over-170000-to-resolve-false-claims-act-allegations-of-health-care-benefits-fraud/
"The Grand Rehabilitation and Nursing at Utica Agreed to Pay $315,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2025-08-22,"The Grand Rehabilitation and Nursing at Utica Agreed to Pay $315,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/the-grand-rehabilitation-and-nursing-at-utica-agreed-to-pay-315000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Compliance Director and Office Manager of Substance Abuse Company Convicted in Scheme to Pay Medicaid Kickbacks to Patients,2025-08-25,Compliance Director and Office Manager of Substance Abuse Company Convicted in Scheme to Pay Medicaid Kickbacks to Patients,https://oig.hhs.gov/fraud/enforcement/compliance-director-and-office-manager-of-substance-abuse-company-convicted-in-scheme-to-pay-medicaid-kickbacks-to-patients/
"North Central Ohio Family Care Center and Dr. James Heddleson Agreed to Pay $66,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims that Did Not Meet Billing Requirements",2025-08-25,"North Central Ohio Family Care Center and Dr. James Heddleson Agreed to Pay $66,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims that Did Not Meet Billing Requirements",https://oig.hhs.gov/fraud/enforcement/north-central-ohio-family-care-center-and-dr-james-heddleson-agreed-to-pay-66000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-that-did-not-meet-billing-requirements/
Attorney General James Secures $12 Million and Major Reforms at Syracuse Nursing Home to Stop Resident Neglect and Financial Fraud,2025-08-25,Attorney General James Secures $12 Million and Major Reforms at Syracuse Nursing Home to Stop Resident Neglect and Financial Fraud,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-secures-12-million-and-major-reforms-at-syracuse-nursing-home-to-stop-resident-neglect-and-financial-fraud/
Attorney General Alan Wilson announces Spartanburg woman charged with stealing from vulnerable adult,2025-08-25,Attorney General Alan Wilson announces Spartanburg woman charged with stealing from vulnerable adult,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-spartanburg-woman-charged-with-stealing-from-vulnerable-adult/
Danville Woman Sentenced for Health Care Fraud,2025-08-25,Danville Woman Sentenced for Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/danville-woman-sentenced-for-health-care-fraud-2/
"Waccamaw Dermatology Agreed to Pay $160,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims that Did Not Meet Medicare Requirements for Locum Tenens Coverage",2025-08-25,"Waccamaw Dermatology Agreed to Pay $160,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims that Did Not Meet Medicare Requirements for Locum Tenens Coverage",https://oig.hhs.gov/fraud/enforcement/waccamaw-dermatology-agreed-to-pay-160000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-that-did-not-meet-medicare-requirements-for-locum-tenens-coverage/
"Attorney General Marshall Announces Conviction of Former State Employee for the Theft of Over $100,000 from Alabama Medicaid Agency",2025-08-26,"Attorney General Marshall Announces Conviction of Former State Employee for the Theft of Over $100,000 from Alabama Medicaid Agency",https://oig.hhs.gov/fraud/enforcement/attorney-general-marshall-announces-conviction-of-former-state-employee-for-the-theft-of-over-100000-from-alabama-medicaid-agency/
"Ideal Health Diagnostics and Svetlana Dizik Agreed to Pay $227,000 and Be Excluded for 10 Years for Allegedly Violating the Civil Monetary Penalties Law by Receiving Improper Remuneration and Causing the Submission of False or Fraudulent Medicare Claims",2025-08-26,"Ideal Health Diagnostics and Svetlana Dizik Agreed to Pay $227,000 and Be Excluded for 10 Years for Allegedly Violating the Civil Monetary Penalties Law by Receiving Improper Remuneration and Causing the Submission of False or Fraudulent Medicare Claims",https://oig.hhs.gov/fraud/enforcement/ideal-health-diagnostics-and-svetlana-dizik-agreed-to-pay-227000-and-be-excluded-for-10-years-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-improper-remuneration-and-causing-the-submission-of-false-or-fraudulent-medicare-claims/
AG Campbell Secures $12.25 Million Settlement With CVS For Failure To Comply With MassHealth Prescription Drug Pricing Regulations,2025-08-27,AG Campbell Secures $12.25 Million Settlement With CVS For Failure To Comply With MassHealth Prescription Drug Pricing Regulations,https://oig.hhs.gov/fraud/enforcement/ag-campbell-secures-1225-million-settlement-with-cvs-for-failure-to-comply-with-masshealth-prescription-drug-pricing-regulations/
Maryland Woman Pleads Guilty to Conspiracy to Commit Healthcare Fraud,2025-08-27,Maryland Woman Pleads Guilty to Conspiracy to Commit Healthcare Fraud,https://oig.hhs.gov/fraud/enforcement/maryland-woman-pleads-guilty-to-conspiracy-to-commit-healthcare-fraud/
Danville Woman Sentenced for Health Care Fraud,2025-08-27,Danville Woman Sentenced for Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/danville-woman-sentenced-for-health-care-fraud/
"Louisville Physician Agrees to Pay $250,000 to Settle False Claims Act Allegations",2025-08-27,"Louisville Physician Agrees to Pay $250,000 to Settle False Claims Act Allegations",https://oig.hhs.gov/fraud/enforcement/louisville-physician-agrees-to-pay-250000-to-settle-false-claims-act-allegations/
Attorney General Ra˙l Torrez Charges Imposter Nurse Who Nearly Caused Fatal Dose of Morphine,2025-08-28,Attorney General Ra˙l Torrez Charges Imposter Nurse Who Nearly Caused Fatal Dose of Morphine,https://oig.hhs.gov/fraud/enforcement/attorney-general-ra-l-torrez-charges-imposter-nurse-who-nearly-caused-fatal-dose-of-morphine/
Attorney General James Uthmeier Announces Arrest of Certified Nursing Assistant for Elder Abuse,2025-08-28,Attorney General James Uthmeier Announces Arrest of Certified Nursing Assistant for Elder Abuse,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-uthmeier-announces-arrest-of-certified-nursing-assistant-for-elder-abuse/
Home health agency owner sentenced to more than six years in Medicare fraud and identity theft scheme,2025-08-28,Home health agency owner sentenced to more than six years in Medicare fraud and identity theft scheme,https://oig.hhs.gov/fraud/enforcement/home-health-agency-owner-sentenced-to-more-than-six-years-in-medicare-fraud-and-identity-theft-scheme/
Middletown Resident Charged in Health Care Fraud Scheme Involving Durable Medical Equipment,2025-08-29,Middletown Resident Charged in Health Care Fraud Scheme Involving Durable Medical Equipment,https://oig.hhs.gov/fraud/enforcement/middletown-resident-charged-in-health-care-fraud-scheme-involving-durable-medical-equipment/
Convicted Opioid Pill Mill Doctor Must Forfeit Property And Pay Restitution,2025-08-29,Convicted Opioid Pill Mill Doctor Must Forfeit Property And Pay Restitution,https://oig.hhs.gov/fraud/enforcement/convicted-opioid-pill-mill-doctor-must-forfeit-property-and-pay-restitution/
Owner of California Blood Testing Laboratory Pleads Guilty to Tax and Health Care Related Crimes,2025-08-29,Owner of California Blood Testing Laboratory Pleads Guilty to Tax and Health Care Related Crimes,https://oig.hhs.gov/fraud/enforcement/owner-of-california-blood-testing-laboratory-pleads-guilty-to-tax-and-health-care-related-crimes/
"United States Intervenes and Sues ProMedica Health System, Inc. and Its Affiliates for Providing Grossly Substandard Nursing Home Services",2025-09-02,"United States Intervenes and Sues ProMedica Health System, Inc. and Its Affiliates for Providing Grossly Substandard Nursing Home Services",https://oig.hhs.gov/fraud/enforcement/united-states-intervenes-and-sues-promedica-health-system-inc-and-its-affiliates-for-providing-grossly-substandard-nursing-home-services/
Martinsville Doctor Sentenced to 40 Years for Drug Distribution,2025-09-02,Martinsville Doctor Sentenced to 40 Years for Drug Distribution,https://oig.hhs.gov/fraud/enforcement/martinsville-doctor-sentenced-to-40-years-for-drug-distribution/
Rosedale Woman Sentenced for Conspiracy to Distribute Controlled Substances and Money Laundering,2025-09-02,Rosedale Woman Sentenced for Conspiracy to Distribute Controlled Substances and Money Laundering,https://oig.hhs.gov/fraud/enforcement/rosedale-woman-sentenced-for-conspiracy-to-distribute-controlled-substances-and-money-laundering/
Hawaii County Woman Charged With Labor Trafficking,2025-09-03,Hawaii County Woman Charged With Labor Trafficking,https://oig.hhs.gov/fraud/enforcement/hawaii-county-woman-charged-with-labor-trafficking/
"Greenwood Center for Nursing and Rehabilitation Agreed to Pay $83,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2025-09-03,"Greenwood Center for Nursing and Rehabilitation Agreed to Pay $83,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",https://oig.hhs.gov/fraud/enforcement/greenwood-center-for-nursing-and-rehabilitation-agreed-to-pay-83000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
Opal Mullings and Optimum Faith Lab Corp. Were Excluded for 10 Years,2025-09-03,Opal Mullings and Optimum Faith Lab Corp. Were Excluded for 10 Years,https://oig.hhs.gov/fraud/enforcement/opal-mullings-and-optimum-faith-lab-corp-were-excluded-for-10-years/
"Laurels of Sandy Creek and Laurel of Hudsonville Agreed to Pay $122,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2025-09-04,"Laurels of Sandy Creek and Laurel of Hudsonville Agreed to Pay $122,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/laurels-of-sandy-creek-and-laurel-of-hudsonville-agreed-to-pay-122000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Community Memorial Health System Agreed to Pay $111,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2025-09-04,"Community Memorial Health System Agreed to Pay $111,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",https://oig.hhs.gov/fraud/enforcement/community-memorial-health-system-agreed-to-pay-111000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
Caregiver Who Abused Vulnerable Adult in His Care Gets Sentenced,2025-09-04,Caregiver Who Abused Vulnerable Adult in His Care Gets Sentenced,https://oig.hhs.gov/fraud/enforcement/caregiver-who-abused-vulnerable-adult-in-his-care-gets-sentenced/
"Ryan Cleland, DC and Infinite Wellness Integrative Medical Center Agreed to Pay $249,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Medically Unnecessary Services",2025-09-04,"Ryan Cleland, DC and Infinite Wellness Integrative Medical Center Agreed to Pay $249,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Medically Unnecessary Services",https://oig.hhs.gov/fraud/enforcement/ryan-cleland-dc-and-infinite-wellness-integrative-medical-center-agreed-to-pay-249000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-medically-unnecessary-services/
Former Nurse Charged with Impersonating Licensed Professional and Fraudulently Obtaining a Controlled Substance,2025-09-07,Former Nurse Charged with Impersonating Licensed Professional and Fraudulently Obtaining a Controlled Substance,https://oig.hhs.gov/fraud/enforcement/former-nurse-charged-with-impersonating-licensed-professional-and-fraudulently-obtaining-a-controlled-substance/
Randolph Personal Care Attendant Sentenced To 18 Months In Jail For Defrauding MassHealth,2025-09-08,Randolph Personal Care Attendant Sentenced To 18 Months In Jail For Defrauding MassHealth,https://oig.hhs.gov/fraud/enforcement/randolph-personal-care-attendant-sentenced-to-18-months-in-jail-for-defrauding-masshealth/
St. Louis Area Doctor Sentenced to 70 Months in Prison,2025-09-08,St. Louis Area Doctor Sentenced to 70 Months in Prison,https://oig.hhs.gov/fraud/enforcement/st-louis-area-doctor-sentenced-to-70-months-in-prison/
Owner of Facility for Intellectually Disabled Adults Pleads Guilty to Health Care Fraud,2025-09-08,Owner of Facility for Intellectually Disabled Adults Pleads Guilty to Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/owner-of-facility-for-intellectually-disabled-adults-pleads-guilty-to-health-care-fraud/
Office of Attorney General’s Role in Investigating Owner of Pittsburgh Facility for Intellectually Disabled Adults Leads to Federal Plea to Health Care Fraud,2025-09-08,Office of Attorney General’s Role in Investigating Owner of Pittsburgh Facility for Intellectually Disabled Adults Leads to Federal Plea to Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/office-of-attorney-generals-role-in-investigating-owner-of-pittsburgh-facility-for-intellectually-disabled-adults-leads-to-federal-plea-to-health-care-fraud/
"Laboratory CEO, Marketers, and Physicians to Pay Over $6M to Settle Allegations of Management Service Organization and other Lab Testing Kickbacks",2025-09-08,"Laboratory CEO, Marketers, and Physicians to Pay Over $6M to Settle Allegations of Management Service Organization and other Lab Testing Kickbacks",https://oig.hhs.gov/fraud/enforcement/laboratory-ceo-marketers-and-physicians-to-pay-over-6m-to-settle-allegations-of-management-service-organization-and-other-lab-testing-kickbacks/
Owners of 1st Adult N Pediatric Healthcare Pled Guilty,2025-09-08,Owners of 1st Adult N Pediatric Healthcare Pled Guilty,https://oig.hhs.gov/fraud/enforcement/owners-of-1st-adult-n-pediatric-healthcare-pled-guilty/
"Compassion Hospice Agreed to Pay $430,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Improper Remuneration in the Form of Referral Based Compensation",2025-09-08,"Compassion Hospice Agreed to Pay $430,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Improper Remuneration in the Form of Referral Based Compensation",https://oig.hhs.gov/fraud/enforcement/compassion-hospice-agreed-to-pay-430000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-improper-remuneration-in-the-form-of-referral-based-compensation/
Doctor and Urgent Care Clinic Settle Allegations Over Medicaid Fraud,2025-09-09,Doctor and Urgent Care Clinic Settle Allegations Over Medicaid Fraud,https://oig.hhs.gov/fraud/enforcement/doctor-and-urgent-care-clinic-settle-allegations-over-medicaid-fraud/
Georgia Woman Sentenced for $1 Million Wire Fraud,2025-09-09,Georgia Woman Sentenced for $1 Million Wire Fraud,https://oig.hhs.gov/fraud/enforcement/georgia-woman-sentenced-for-1-million-wire-fraud/
Florida Man Sentenced to 24 Months for Laundering Proceeds of Health Care Fraud Scheme,2025-09-10,Florida Man Sentenced to 24 Months for Laundering Proceeds of Health Care Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/florida-man-sentenced-to-24-months-for-laundering-proceeds-of-health-care-fraud-scheme/
Maryland Woman Arraigned for Defrauding the D.C. Medicaid Program,2025-09-10,Maryland Woman Arraigned for Defrauding the D.C. Medicaid Program,https://oig.hhs.gov/fraud/enforcement/maryland-woman-arraigned-for-defrauding-the-dc-medicaid-program/
Clay County Pharmacy Investigation and Prosecution Ends in Guilty Pleas,2025-09-11,Clay County Pharmacy Investigation and Prosecution Ends in Guilty Pleas,https://oig.hhs.gov/fraud/enforcement/clay-county-pharmacy-investigation-and-prosecution-ends-in-guilty-pleas/
Oklahoma City Daycare Owner Convicted of Obstructing Audit and Embezzling Funds Meant for Childcare,2025-09-11,Oklahoma City Daycare Owner Convicted of Obstructing Audit and Embezzling Funds Meant for Childcare,https://oig.hhs.gov/fraud/enforcement/oklahoma-city-daycare-owner-convicted-of-obstructing-audit-and-embezzling-funds-meant-for-childcare/
"Alexandra Tellez Agreed to Pay $60,000 for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in Exchange for Referring Medicare Services",2025-09-11,"Alexandra Tellez Agreed to Pay $60,000 for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in Exchange for Referring Medicare Services",https://oig.hhs.gov/fraud/enforcement/alexandra-tellez-agreed-to-pay-60000-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-exchange-for-referring-medicare-services/
"Marianjoy Rehabilitation Hospital and Clinics Agreed to Pay $190,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2025-09-11,"Marianjoy Rehabilitation Hospital and Clinics Agreed to Pay $190,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",https://oig.hhs.gov/fraud/enforcement/marianjoy-rehabilitation-hospital-and-clinics-agreed-to-pay-190000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
Memphis Woman Charged with Abuse of Vulnerable Adult,2025-09-11,Memphis Woman Charged with Abuse of Vulnerable Adult,https://oig.hhs.gov/fraud/enforcement/memphis-woman-charged-with-abuse-of-vulnerable-adult-1/
"Jacksonville Fire and Rescue Department Agreed to Pay $167,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by Unlicensed Individuals",2025-09-11,"Jacksonville Fire and Rescue Department Agreed to Pay $167,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by Unlicensed Individuals",https://oig.hhs.gov/fraud/enforcement/jacksonville-fire-and-rescue-department-agreed-to-pay-167000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-unlicensed-individuals/
"Las Vegas Surgical Associates Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Ablation Procedures that Misrepresented Dates of Service or Were Upcoded",2025-09-12,"Las Vegas Surgical Associates Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Ablation Procedures that Misrepresented Dates of Service or Were Upcoded",https://oig.hhs.gov/fraud/enforcement/las-vegas-surgical-associates-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-ablation-procedures-that-misrepresented-dates-of-service-or-were-upcoded/
"Arizona’s Children Association Agreed to Pay $54,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitted Claims for Services Not Provided",2025-09-12,"Arizona’s Children Association Agreed to Pay $54,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitted Claims for Services Not Provided",https://oig.hhs.gov/fraud/enforcement/arizonas-children-association-agreed-to-pay-54000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitted-claims-for-services-not-provided/
Louisiana Chiropractor Sentenced to Seven Years in Prison for Health Care Fraud and Unemployment Insurance Fraud Schemes,2025-09-12,Louisiana Chiropractor Sentenced to Seven Years in Prison for Health Care Fraud and Unemployment Insurance Fraud Schemes,https://oig.hhs.gov/fraud/enforcement/louisiana-chiropractor-sentenced-to-seven-years-in-prison-for-health-care-fraud-and-unemployment-insurance-fraud-schemes/
Former Louisiana Department Of Education Employee Pleads Guilty To Conspiracy To Commit Wire Fraud,2025-09-12,Former Louisiana Department Of Education Employee Pleads Guilty To Conspiracy To Commit Wire Fraud,https://oig.hhs.gov/fraud/enforcement/former-louisiana-department-of-education-employee-pleads-guilty-to-conspiracy-to-commit-wire-fraud/
Former Home Health Care Operator Settles Fraud Allegations Of Billing Federal Health Care Programs For Services Performed By Unlicensed Foreign Doctors,2025-09-12,Former Home Health Care Operator Settles Fraud Allegations Of Billing Federal Health Care Programs For Services Performed By Unlicensed Foreign Doctors,https://oig.hhs.gov/fraud/enforcement/former-home-health-care-operator-settles-fraud-allegations-of-billing-federal-health-care-programs-for-services-performed-by-unlicensed-foreign-doctors/
Attorney General Ellison partners with federal law enforcement on indictments of Housing Stabilization Services providers,2025-09-15,Attorney General Ellison partners with federal law enforcement on indictments of Housing Stabilization Services providers,https://oig.hhs.gov/fraud/enforcement/attorney-general-ellison-partners-with-federal-law-enforcement-on-indictments-of-housing-stabilization-services-providers/
AG Campbell Secures Guilty Plea From Ringleader Of Worcester-Based Home Health Fraud Scheme Exploiting Vulnerable Residents,2025-09-15,AG Campbell Secures Guilty Plea From Ringleader Of Worcester-Based Home Health Fraud Scheme Exploiting Vulnerable Residents,https://oig.hhs.gov/fraud/enforcement/ag-campbell-secures-guilty-plea-from-ringleader-of-worcester-based-home-health-fraud-scheme-exploiting-vulnerable-residents/
Fraud Charges Filed Against 12 Defendants in Phase II of Operation Nightingale,2025-09-15,Fraud Charges Filed Against 12 Defendants in Phase II of Operation Nightingale,https://oig.hhs.gov/fraud/enforcement/fraud-charges-filed-against-12-defendants-in-phase-ii-of-operation-nightingale/
"Medical Device Company Exactech, Inc. Agrees to Pay $8 Million for Selling Allegedly Defective Knee Implant Devices",2025-09-16,"Medical Device Company Exactech, Inc. Agrees to Pay $8 Million for Selling Allegedly Defective Knee Implant Devices",https://oig.hhs.gov/fraud/enforcement/medical-device-company-exactech-inc-agrees-to-pay-8-million-for-selling-allegedly-defective-knee-implant-devices/
Exactech Agrees to Pay $8 Million to Resolve False Claims Act Allegations for Selling Defective Knee Implant Devices,2025-09-16,Exactech Agrees to Pay $8 Million to Resolve False Claims Act Allegations for Selling Defective Knee Implant Devices,https://oig.hhs.gov/fraud/enforcement/exactech-agrees-to-pay-8-million-to-resolve-false-claims-act-allegations-for-selling-defective-knee-implant-devices/
Three More Plead Guilty In 1st Adult N Pediatric Healthcare Fraud Case,2025-09-16,Three More Plead Guilty In 1st Adult N Pediatric Healthcare Fraud Case,https://oig.hhs.gov/fraud/enforcement/three-more-plead-guilty-in-1st-adult-n-pediatric-healthcare-fraud-case/
Roanoke Home Health Care Attendant Pleads Guilty to Health Care Fraud,2025-09-16,Roanoke Home Health Care Attendant Pleads Guilty to Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/roanoke-home-health-care-attendant-pleads-guilty-to-health-care-fraud/
Ocean County Nurse Charged with Assaulting Elderly Nursing Home Resident,2025-09-16,Ocean County Nurse Charged with Assaulting Elderly Nursing Home Resident,https://oig.hhs.gov/fraud/enforcement/ocean-county-nurse-charged-with-assaulting-elderly-nursing-home-resident/
U.S. Attorney’s Office Seeks Potential Victims in Case Against St. Louis Doctor and Staff,2025-09-17,U.S. Attorney’s Office Seeks Potential Victims in Case Against St. Louis Doctor and Staff,https://oig.hhs.gov/fraud/enforcement/us-attorneys-office-seeks-potential-victims-in-case-against-st-louis-doctor-and-staff/
United States Files Suit Against California-Based Health Plan for Alleged False Claims to California’s Medicaid Program,2025-09-17,United States Files Suit Against California-Based Health Plan for Alleged False Claims to California’s Medicaid Program,https://oig.hhs.gov/fraud/enforcement/united-states-files-suit-against-california-based-health-plan-for-alleged-false-claims-to-californias-medicaid-program/
Two Florida Men Charged for $34.8M Fraud Scheme Targeting Medicare Beneficiaries,2025-09-17,Two Florida Men Charged for $34.8M Fraud Scheme Targeting Medicare Beneficiaries,https://oig.hhs.gov/fraud/enforcement/two-florida-men-charged-for-348m-fraud-scheme-targeting-medicare-beneficiaries/
"Weirton Medical Center Agreed to Pay $54,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2025-09-18,"Weirton Medical Center Agreed to Pay $54,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/weirton-medical-center-agreed-to-pay-54000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
